Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
04-05-2025;00:00:00;05-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;151,525;kVArh;Gevalideerd;
04-05-2025;00:00:00;05-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
05-05-2025;00:00:00;06-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3267,825;kWh;Gevalideerd;
05-05-2025;00:00:00;06-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;400,675;kWh;Gevalideerd;
05-05-2025;00:00:00;06-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;956,546;kVArh;Gevalideerd;
05-05-2025;00:00:00;06-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;71,775;kVArh;Gevalideerd;
05-05-2025;00:00:00;06-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2628,175;kVArh;Gevalideerd;
06-05-2025;00:00:00;07-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3393,225;kWh;Gevalideerd;
06-05-2025;00:00:00;07-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;191,950;kWh;Gevalideerd;
06-05-2025;00:00:00;07-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;829,673;kVArh;Gevalideerd;
06-05-2025;00:00:00;07-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;72,325;kVArh;Gevalideerd;
06-05-2025;00:00:00;07-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2434,850;kVArh;Gevalideerd;
07-05-2025;00:00:00;08-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3228,500;kWh;Gevalideerd;
07-05-2025;00:00:00;08-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;425,975;kWh;Gevalideerd;
07-05-2025;00:00:00;08-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;987,480;kVArh;Gevalideerd;
07-05-2025;00:00:00;08-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;72,875;kVArh;Gevalideerd;
07-05-2025;00:00:00;08-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2654,025;kVArh;Gevalideerd;
08-05-2025;00:00:00;09-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3326,400;kWh;Gevalideerd;
08-05-2025;00:00:00;09-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;425,425;kWh;Gevalideerd;
08-05-2025;00:00:00;09-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;957,001;kVArh;Gevalideerd;
08-05-2025;00:00:00;09-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;76,175;kVArh;Gevalideerd;
08-05-2025;00:00:00;09-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2679,600;kVArh;Gevalideerd;
09-05-2025;00:00:00;10-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3334,100;kWh;Gevalideerd;
09-05-2025;00:00:00;10-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;419,100;kWh;Gevalideerd;
09-05-2025;00:00:00;10-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;933,910;kVArh;Gevalideerd;
09-05-2025;00:00:00;10-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;74,250;kVArh;Gevalideerd;
09-05-2025;00:00:00;10-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2660,350;kVArh;Gevalideerd;
10-05-2025;00:00:00;11-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
10-05-2025;00:00:00;11-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;347,050;kWh;Gevalideerd;
10-05-2025;00:00:00;11-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,950;kVArh;Gevalideerd;
10-05-2025;00:00:00;11-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;150,150;kVArh;Gevalideerd;
10-05-2025;00:00:00;11-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-05-2025;00:00:00;12-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
11-05-2025;00:00:00;12-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;338,250;kWh;Gevalideerd;
11-05-2025;00:00:00;12-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;2,345;kVArh;Gevalideerd;
11-05-2025;00:00:00;12-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;152,625;kVArh;Gevalideerd;
11-05-2025;00:00:00;12-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
12-05-2025;00:00:00;13-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3173,225;kWh;Gevalideerd;
12-05-2025;00:00:00;13-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;375,925;kWh;Gevalideerd;
12-05-2025;00:00:00;13-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;961,953;kVArh;Gevalideerd;
12-05-2025;00:00:00;13-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;77,825;kVArh;Gevalideerd;
12-05-2025;00:00:00;13-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2588,575;kVArh;Gevalideerd;
13-05-2025;00:00:00;14-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2971,100;kWh;Gevalideerd;
13-05-2025;00:00:00;14-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;148,500;kWh;Gevalideerd;
13-05-2025;00:00:00;14-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;785,439;kVArh;Gevalideerd;
13-05-2025;00:00:00;14-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;91,025;kVArh;Gevalideerd;
13-05-2025;00:00:00;14-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2156,275;kVArh;Gevalideerd;
14-05-2025;00:00:00;15-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3312,100;kWh;Gevalideerd;
14-05-2025;00:00:00;15-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;387,750;kWh;Gevalideerd;
14-05-2025;00:00:00;15-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;967,307;kVArh;Gevalideerd;
14-05-2025;00:00:00;15-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;69,850;kVArh;Gevalideerd;
14-05-2025;00:00:00;15-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2668,050;kVArh;Gevalideerd;
15-05-2025;00:00:00;16-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2999,700;kWh;Gevalideerd;
15-05-2025;00:00:00;16-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;163,075;kWh;Gevalideerd;
15-05-2025;00:00:00;16-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;872,210;kVArh;Gevalideerd;
15-05-2025;00:00:00;16-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;69,025;kVArh;Gevalideerd;
15-05-2025;00:00:00;16-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2275,350;kVArh;Gevalideerd;
16-05-2025;00:00:00;17-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2755,775;kWh;Gevalideerd;
16-05-2025;00:00:00;17-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;396,000;kWh;Gevalideerd;
16-05-2025;00:00:00;17-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;931,887;kVArh;Gevalideerd;
16-05-2025;00:00:00;17-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;72,050;kVArh;Gevalideerd;
16-05-2025;00:00:00;17-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2337,500;kVArh;Gevalideerd;
17-05-2025;00:00:00;18-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
17-05-2025;00:00:00;18-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;345,675;kWh;Gevalideerd;
17-05-2025;00:00:00;18-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;9,269;kVArh;Gevalideerd;
17-05-2025;00:00:00;18-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;171,875;kVArh;Gevalideerd;
17-05-2025;00:00:00;18-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
18-05-2025;00:00:00;19-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
18-05-2025;00:00:00;19-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;343,750;kWh;Gevalideerd;
18-05-2025;00:00:00;19-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;50,826;kVArh;Gevalideerd;
18-05-2025;00:00:00;19-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;213,675;kVArh;Gevalideerd;
18-05-2025;00:00:00;19-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
19-05-2025;00:00:00;20-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2887,500;kWh;Gevalideerd;
19-05-2025;00:00:00;20-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;134,750;kWh;Gevalideerd;
19-05-2025;00:00:00;20-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;949,511;kVArh;Gevalideerd;
19-05-2025;00:00:00;20-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;120,725;kVArh;Gevalideerd;
19-05-2025;00:00:00;20-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2277,550;kVArh;Gevalideerd;
20-05-2025;00:00:00;21-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2977,150;kWh;Gevalideerd;
20-05-2025;00:00:00;21-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;284,350;kWh;Gevalideerd;
20-05-2025;00:00:00;21-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;872,502;kVArh;Gevalideerd;
20-05-2025;00:00:00;21-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;70,400;kVArh;Gevalideerd;
20-05-2025;00:00:00;21-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2345,750;kVArh;Gevalideerd;
21-05-2025;00:00:00;22-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3195,225;kWh;Gevalideerd;
21-05-2025;00:00:00;22-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;398,750;kWh;Gevalideerd;
21-05-2025;00:00:00;22-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1027,451;kVArh;Gevalideerd;
21-05-2025;00:00:00;22-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;67,925;kVArh;Gevalideerd;
21-05-2025;00:00:00;22-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2668,875;kVArh;Gevalideerd;
22-05-2025;00:00:00;23-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3188,625;kWh;Gevalideerd;
22-05-2025;00:00:00;23-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;405,625;kWh;Gevalideerd;
22-05-2025;00:00:00;23-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;984,834;kVArh;Gevalideerd;
22-05-2025;00:00:00;23-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;70,125;kVArh;Gevalideerd;
22-05-2025;00:00:00;23-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2625,150;kVArh;Gevalideerd;
23-05-2025;00:00:00;24-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3194,675;kWh;Gevalideerd;
23-05-2025;00:00:00;24-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;413,600;kWh;Gevalideerd;
23-05-2025;00:00:00;24-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1004,777;kVArh;Gevalideerd;
23-05-2025;00:00:00;24-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;75,075;kVArh;Gevalideerd;
23-05-2025;00:00:00;24-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2659,250;kVArh;Gevalideerd;
24-05-2025;00:00:00;25-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
24-05-2025;00:00:00;25-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;390,225;kWh;Gevalideerd;
24-05-2025;00:00:00;25-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,547;kVArh;Gevalideerd;
24-05-2025;00:00:00;25-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;140,800;kVArh;Gevalideerd;
24-05-2025;00:00:00;25-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;4,950;kVArh;Gevalideerd;
25-05-2025;00:00:00;26-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
25-05-2025;00:00:00;26-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;360,800;kWh;Gevalideerd;
25-05-2025;00:00:00;26-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,686;kVArh;Gevalideerd;
25-05-2025;00:00:00;26-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;153,175;kVArh;Gevalideerd;
25-05-2025;00:00:00;26-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
26-05-2025;00:00:00;27-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3180,375;kWh;Gevalideerd;
26-05-2025;00:00:00;27-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;391,875;kWh;Gevalideerd;
26-05-2025;00:00:00;27-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1014,453;kVArh;Gevalideerd;
26-05-2025;00:00:00;27-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;76,725;kVArh;Gevalideerd;
26-05-2025;00:00:00;27-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2651,550;kVArh;Gevalideerd;
27-05-2025;00:00:00;28-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3308,250;kWh;Gevalideerd;
27-05-2025;00:00:00;28-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;465,025;kWh;Gevalideerd;
27-05-2025;00:00:00;28-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1020,615;kVArh;Gevalideerd;
27-05-2025;00:00:00;28-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;42,900;kVArh;Gevalideerd;
27-05-2025;00:00:00;28-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2732,950;kVArh;Gevalideerd;
28-05-2025;00:00:00;29-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3337,400;kWh;Gevalideerd;
28-05-2025;00:00:00;29-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;468,050;kWh;Gevalideerd;
28-05-2025;00:00:00;29-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;973,801;kVArh;Gevalideerd;
28-05-2025;00:00:00;29-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;28,050;kVArh;Gevalideerd;
28-05-2025;00:00:00;29-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2677,400;kVArh;Gevalideerd;
29-05-2025;00:00:00;30-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
29-05-2025;00:00:00;30-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;551,375;kWh;Gevalideerd;
29-05-2025;00:00:00;30-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-05-2025;00:00:00;30-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;60,775;kVArh;Gevalideerd;
29-05-2025;00:00:00;30-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;3,300;kVArh;Gevalideerd;
30-05-2025;00:00:00;31-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;168,575;kWh;Gevalideerd;
30-05-2025;00:00:00;31-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;171,050;kWh;Gevalideerd;
30-05-2025;00:00:00;31-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;99,985;kVArh;Gevalideerd;
30-05-2025;00:00:00;31-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;221,650;kVArh;Gevalideerd;
30-05-2025;00:00:00;31-05-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
31-05-2025;00:00:00;01-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
31-05-2025;00:00:00;01-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;268,675;kWh;Gevalideerd;
31-05-2025;00:00:00;01-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;184,561;kVArh;Gevalideerd;
31-05-2025;00:00:00;01-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;314,600;kVArh;Gevalideerd;
31-05-2025;00:00:00;01-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-06-2025;00:00:00;02-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
01-06-2025;00:00:00;02-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;262,625;kWh;Gevalideerd;
01-06-2025;00:00:00;02-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;186,939;kVArh;Gevalideerd;
01-06-2025;00:00:00;02-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;314,050;kVArh;Gevalideerd;
01-06-2025;00:00:00;02-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-06-2025;00:00:00;03-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;1710,225;kWh;Gevalideerd;
02-06-2025;00:00:00;03-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;126,225;kWh;Gevalideerd;
02-06-2025;00:00:00;03-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;456,138;kVArh;Gevalideerd;
02-06-2025;00:00:00;03-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;132,550;kVArh;Gevalideerd;
02-06-2025;00:00:00;03-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1144,825;kVArh;Gevalideerd;
03-06-2025;00:00:00;04-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3205,675;kWh;Gevalideerd;
03-06-2025;00:00:00;04-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;442,750;kWh;Gevalideerd;
03-06-2025;00:00:00;04-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1037,581;kVArh;Gevalideerd;
03-06-2025;00:00:00;04-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;72,050;kVArh;Gevalideerd;
03-06-2025;00:00:00;04-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2703,525;kVArh;Gevalideerd;
04-06-2025;00:00:00;05-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3254,350;kWh;Gevalideerd;
04-06-2025;00:00:00;05-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;291,225;kWh;Gevalideerd;
04-06-2025;00:00:00;05-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;998,367;kVArh;Gevalideerd;
04-06-2025;00:00:00;05-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;94,050;kVArh;Gevalideerd;
04-06-2025;00:00:00;05-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2617,175;kVArh;Gevalideerd;
05-06-2025;00:00:00;06-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;1889,525;kWh;Gevalideerd;
05-06-2025;00:00:00;06-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;457,875;kWh;Gevalideerd;
05-06-2025;00:00:00;06-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;599,909;kVArh;Gevalideerd;
05-06-2025;00:00:00;06-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;100,100;kVArh;Gevalideerd;
05-06-2025;00:00:00;06-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1595,000;kVArh;Gevalideerd;
06-06-2025;00:00:00;07-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2297,900;kWh;Gevalideerd;
06-06-2025;00:00:00;07-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;388,850;kWh;Gevalideerd;
06-06-2025;00:00:00;07-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;704,107;kVArh;Gevalideerd;
06-06-2025;00:00:00;07-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;88,825;kVArh;Gevalideerd;
06-06-2025;00:00:00;07-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1874,675;kVArh;Gevalideerd;
07-06-2025;00:00:00;08-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
07-06-2025;00:00:00;08-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;459,250;kWh;Gevalideerd;
07-06-2025;00:00:00;08-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,370;kVArh;Gevalideerd;
07-06-2025;00:00:00;08-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;121,825;kVArh;Gevalideerd;
07-06-2025;00:00:00;08-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;36,300;kVArh;Gevalideerd;
08-06-2025;00:00:00;09-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
08-06-2025;00:00:00;09-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;416,625;kWh;Gevalideerd;
08-06-2025;00:00:00;09-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;2,307;kVArh;Gevalideerd;
08-06-2025;00:00:00;09-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;126,500;kVArh;Gevalideerd;
08-06-2025;00:00:00;09-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;24,750;kVArh;Gevalideerd;
09-06-2025;00:00:00;10-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
09-06-2025;00:00:00;10-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;344,300;kWh;Gevalideerd;
09-06-2025;00:00:00;10-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;4,890;kVArh;Gevalideerd;
09-06-2025;00:00:00;10-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;152,350;kVArh;Gevalideerd;
09-06-2025;00:00:00;10-06-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,275;kVArh;Gevalideerd;
